complaint_id,date_received,product,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,category
101017,2024-08-21,Debt collection,Debt collector contacted my employer and family members about my personal debt.,Chase,IL,Email,Closed with non-monetary relief,Yes,No,1
101018,2024-03-04,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have tried to resolve this issue multiple times.,Wells Fargo,FL,Web,In progress,No,N/A,2
101019,2025-05-12,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report.,Wells Fargo,GA,Web,Closed with explanation,Yes,N/A,0
101020,2025-07-21,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Navy Federal,PA,Postal mail,Closed,Yes,N/A,0
101021,2025-05-27,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have tried to resolve this issue multiple times.,Capital One,NC,Postal mail,Closed,Yes,No,1
101022,2024-02-03,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have tried to resolve this issue multiple times.,Wells Fargo,MI,Referral,Closed,No,No,0
101023,2024-12-16,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have documentation to support my claim.,Discover,OH,Web,In progress,Yes,N/A,2
101024,2025-06-22,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have tried to resolve this issue multiple times.,USAA,TX,Email,Closed with monetary relief,Yes,N/A,0
101025,2024-01-18,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. I need immediate assistance with this matter.,Citibank,PA,Web,Closed with non-monetary relief,Yes,Yes,3
101026,2025-05-21,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed.,Synchrony Financial,GA,Referral,Closed with non-monetary relief,Yes,N/A,0
101027,2023-12-30,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This has been ongoing for several months.,Discover,PA,Referral,Closed,Yes,N/A,3
101028,2024-01-28,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This situation is causing me significant financial stress.,Synchrony Financial,CA,Web,Closed with explanation,Yes,No,2
101029,2025-09-21,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,Synchrony Financial,NC,Web,Closed with explanation,Yes,No,0
101030,2024-07-22,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I have documentation to support my claim.,Navy Federal,MI,Phone,Closed,No,No,1
101031,2023-11-27,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. I have documentation to support my claim.,Discover,NY,Web,Closed with monetary relief,Yes,N/A,2
101032,2025-02-20,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This has been ongoing for several months.,American Express,NY,Postal mail,Closed with non-monetary relief,Yes,Yes,3
101033,2024-02-29,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I need immediate assistance with this matter.,Synchrony Financial,CA,Postal mail,Closed with non-monetary relief,Yes,N/A,1
101034,2024-07-12,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. The company has not responded to my previous complaints.,Chase,OH,Phone,Closed with non-monetary relief,Yes,No,3
101035,2025-04-05,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. I have documentation to support my claim.,Discover,PA,Referral,Closed with monetary relief,Yes,Yes,1
101036,2023-11-12,Debt collection,Debt collector contacted my employer and family members about my personal debt. This has been ongoing for several months.,Navy Federal,CA,Phone,Closed with non-monetary relief,Yes,N/A,1
101037,2024-07-01,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed.,Synchrony Financial,OH,Referral,Closed with monetary relief,Yes,Yes,0
101038,2024-02-10,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This situation is causing me significant financial stress.,Chase,MI,Referral,In progress,Yes,N/A,0
101039,2024-08-25,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,USAA,GA,Referral,In progress,Yes,No,0
101040,2024-07-04,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue.,Capital One,CA,Postal mail,Closed with non-monetary relief,Yes,Yes,0
101041,2024-08-02,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. This situation is causing me significant financial stress.,Navy Federal,NY,Email,Closed with non-monetary relief,Yes,N/A,1
101042,2025-09-05,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I need immediate assistance with this matter.,Wells Fargo,GA,Email,Closed with explanation,Yes,N/A,2
101043,2024-09-12,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. The company has not responded to my previous complaints.,Synchrony Financial,TX,Postal mail,Closed,Yes,N/A,2
101044,2024-03-28,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This has been ongoing for several months.,Wells Fargo,OH,Referral,Closed with non-monetary relief,Yes,No,3
101045,2025-02-18,Debt collection,I requested validation of debt but the collector continued collection activities. This situation is causing me significant financial stress.,Bank of America,CA,Postal mail,Closed with monetary relief,Yes,N/A,1
101046,2024-07-07,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Navy Federal,MI,Web,Closed,Yes,No,1
101047,2025-06-01,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,American Express,FL,Phone,Closed,Yes,N/A,3
101048,2024-01-17,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,Bank of America,OH,Phone,In progress,Yes,N/A,0
101049,2024-08-10,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. This situation is causing me significant financial stress.,Capital One,MI,Email,In progress,Yes,No,2
101050,2023-11-19,Debt collection,I am being harassed by debt collectors calling outside of permitted hours.,Bank of America,MI,Phone,Closed with explanation,Yes,N/A,1
101051,2025-06-29,Debt collection,I requested validation of debt but the collector continued collection activities. This has been ongoing for several months.,American Express,IL,Postal mail,In progress,Yes,N/A,1
101052,2024-10-10,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This situation is causing me significant financial stress.,Chase,NC,Web,In progress,Yes,N/A,3
101053,2024-11-12,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I have tried to resolve this issue multiple times.,Citibank,NC,Web,Closed,Yes,Yes,0
101054,2025-03-04,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated.,Discover,IL,Phone,In progress,Yes,Yes,0
101055,2025-08-26,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This situation is causing me significant financial stress.,Bank of America,IL,Phone,Closed,Yes,Yes,1
101056,2024-04-29,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. The company has not responded to my previous complaints.,Bank of America,GA,Email,In progress,Yes,N/A,2
101057,2024-01-24,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I need immediate assistance with this matter.,Discover,TX,Referral,Closed,Yes,Yes,0
101058,2024-09-15,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. This has been ongoing for several months.,Chase,PA,Web,Closed with explanation,Yes,N/A,0
